pokedex_number;name;generation;type1;type2;color;evolving_stade;hp;atk;def;sp_atk;sp_def;spd;base_stats;is_legendary;capt_rate;exp_growth;egg_steps;height;weight;base_happiness;classif;percentage_male;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water
597;Ferroseed;5;grass;steel;Grey;1;44;50;91;24;86;10;305;0;255;1000000;5120;0.61;18.8;70;Thorn Seed Pokémon;50;1;1;0.5;0.5;0.5;2;4;1;1;0.25;1;1;0.5;0;0.5;0.5;0.5;0.5
598;Ferrothorn;5;grass;steel;Grey;3;74;94;131;54;116;20;489;0;90;1000000;5120;0.99;110.0;70;Thorn Pod Pokémon;50;1;1;0.5;0.5;0.5;2;4;1;1;0.25;1;1;0.5;0;0.5;0.5;0.5;0.5
599;Klink;5;steel;;Grey;1;40;55;70;45;60;30;300;0;130;1059860;5120;0.30;21.0;70;Gear Pokémon;;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1
600;Klang;5;steel;;Grey;2;60;80;95;70;85;50;440;0;60;1059860;5120;0.61;51.0;70;Gear Pokémon;;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1
601;Klinklang;5;steel;;Grey;3;60;100;115;70;85;90;520;0;30;1059860;5120;0.61;81.0;70;Gear Pokémon;;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1
602;Tynamo;5;electric;;White;1;35;55;40;45;40;60;275;0;190;1250000;5120;0.20;0.3;70;EleFish Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
603;Eelektrik;5;electric;;Blue;2;65;85;70;75;70;40;405;0;60;1250000;5120;1.19;22.0;70;EleFish Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
604;Eelektross;5;electric;;Blue;3;85;115;80;105;80;50;515;0;30;1250000;5120;2.11;80.5;70;EleFish Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
605;Elgyem;5;psychic;;Grey;1;55;55;55;85;55;30;335;0;255;1000000;5120;0.51;9.0;70;Cerebral Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
606;Beheeyem;5;psychic;;Brown;3;75;75;75;125;95;40;485;0;90;1000000;5120;0.99;34.5;70;Cerebral Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
607;Litwick;5;ghost;fire;White;1;50;30;55;65;55;20;275;0;190;1059860;5120;0.30;3.1;70;Candle Pokémon;50;0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2
608;Lampent;5;ghost;fire;Black;2;60;40;60;95;60;55;370;0;90;1059860;5120;0.61;13.0;70;Lamp Pokémon;50;0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2
609;Chandelure;5;ghost;fire;Black;3;60;55;90;145;90;80;520;0;45;1059860;5120;0.99;34.3;70;Luring Pokémon;50;0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2
610;Axew;5;dragon;;Green;1;46;87;60;30;40;57;320;0;75;1250000;10240;0.61;18.0;35;Tusk Pokémon;50;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5
611;Fraxure;5;dragon;;Green;2;66;117;70;40;50;67;410;0;60;1250000;10240;0.99;36.0;35;Axe Jaw Pokémon;50;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5
612;Haxorus;5;dragon;;Yellow;3;76;147;90;60;70;97;540;0;45;1250000;10240;1.80;105.5;35;Axe Jaw Pokémon;50;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5
613;Cubchoo;5;ice;;Blue;1;55;70;40;60;40;40;305;0;120;1000000;5120;0.51;8.5;70;Chill Pokémon;50;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1
614;Beartic;5;ice;;White;3;95;130;80;70;80;50;505;0;60;1000000;5120;2.59;260.0;70;Freezing Pokémon;50;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1
615;Cryogonal;5;ice;;Blue;3;80;50;50;95;135;105;515;0;25;1000000;6400;1.09;148.0;70;Crystallizing Pokémon;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1
616;Shelmet;5;bug;;Red;1;50;40;85;40;65;25;305;0;200;1000000;3840;0.41;7.7;70;Snail Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
617;Accelgor;5;bug;;Red;3;80;70;40;100;60;145;495;0;75;1000000;3840;0.79;25.3;70;Shell Out Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
618;Stunfisk;5;ground;electric;Brown;3;109;66;84;81;99;32;471;0;75;1000000;5120;0.71;11.0;70;Trap Pokémon;50;1;1;1;0;1;1;1;0.5;1;2;2;2;1;0.5;1;0.5;0.5;2
619;Mienfoo;5;fighting;;Yellow;1;45;85;50;55;50;65;350;0;180;1059860;6400;0.89;20.0;70;Martial Arts Pokémon;50;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
620;Mienshao;5;fighting;;Purple;3;65;125;60;95;60;105;510;0;45;1059860;6400;1.40;35.5;70;Martial Arts Pokémon;50;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
621;Druddigon;5;dragon;;Red;3;77;120;90;60;90;48;485;0;45;1000000;7680;1.60;139.0;70;Cave Pokémon;50;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5
622;Golett;5;ground;ghost;Green;1;59;74;50;35;50;35;303;0;190;1000000;6400;0.99;92.0;70;Automaton Pokémon;;0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2
623;Golurk;5;ground;ghost;Green;3;89;124;80;55;80;55;483;0;90;1000000;6400;2.79;330.0;70;Automaton Pokémon;;0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2
624;Pawniard;5;dark;steel;Red;1;45;85;70;40;40;60;340;0;120;1000000;5120;0.51;10.2;35;Sharp Blade Pokémon;50;1;0.5;0.5;1;1;4;2;0.5;0.5;0.5;2;0.5;0.5;0;0;0.5;0.5;1
625;Bisharp;5;dark;steel;Red;3;65;125;100;60;70;70;490;0;45;1000000;5120;1.60;70.0;35;Sword Blade Pokémon;50;1;0.5;0.5;1;1;4;2;0.5;0.5;0.5;2;0.5;0.5;0;0;0.5;0.5;1
626;Bouffalant;5;normal;;Brown;3;95;110;95;40;95;55;490;0;45;1000000;5120;1.60;94.6;70;Bash Buffalo Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
627;Rufflet;5;normal;flying;White;1;70;83;50;37;50;60;350;0;190;1250000;5120;0.51;10.5;70;Eaglet Pokémon;100;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
628;Braviary;5;normal;flying;Red;3;100;123;75;57;75;80;510;0;60;1250000;5120;1.50;41.0;70;Valiant Pokémon;100;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
629;Vullaby;5;dark;flying;Brown;1;70;55;75;45;65;60;370;0;190;1250000;5120;0.51;9.0;35;Diapered Pokémon;0;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1
630;Mandibuzz;5;dark;flying;Brown;3;110;65;105;55;95;80;510;0;60;1250000;5120;1.19;39.5;35;Bone Vulture Pokémon;0;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1
631;Heatmor;5;fire;;Red;3;85;97;66;105;66;65;484;0;90;1000000;5120;1.40;58.0;70;Anteater Pokémon;50;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
632;Durant;5;bug;steel;Grey;3;58;109;112;48;48;109;484;0;90;1000000;5120;0.30;33.0;70;Iron Ant Pokémon;50;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1
633;Deino;5;dark;dragon;Blue;1;52;65;50;45;50;38;300;0;45;1250000;10240;0.79;17.3;35;Irate Pokémon;50;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5
634;Zweilous;5;dark;dragon;Blue;2;72;85;70;65;70;58;420;0;45;1250000;10240;1.40;50.0;35;Hostile Pokémon;50;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5
635;Hydreigon;5;dark;dragon;Blue;3;92;105;90;125;90;98;600;0;45;1250000;10240;1.80;160.0;35;Brutal Pokémon;50;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5
636;Larvesta;5;bug;fire;White;1;55;85;55;50;55;60;360;0;45;1250000;10240;1.09;28.8;70;Torch Pokémon;50;0.5;1;1;1;0.5;0.5;1;2;1;0.25;1;0.5;1;1;1;4;0.5;2
637;Volcarona;5;bug;fire;White;3;85;60;65;135;105;100;550;0;15;1250000;10240;1.60;46.0;70;Sun Pokémon;50;0.5;1;1;1;0.5;0.5;1;2;1;0.25;1;0.5;1;1;1;4;0.5;2
638;Cobalion;5;steel;fighting;Blue;3;91;90;129;90;72;108;580;1;3;1250000;20480;2.11;250.0;35;Iron Will Pokémon;;0.25;0.5;0.5;1;1;2;2;1;1;0.5;2;0.5;0.5;0;1;0.25;0.5;1
639;Terrakion;5;rock;fighting;Grey;3;91;129;90;72;90;108;580;1;3;1250000;20480;1.91;260.0;35;Cavern Pokémon;;0.5;0.5;1;1;2;2;0.5;1;1;2;2;1;0.5;0.5;2;0.5;2;2
640;Virizion;5;grass;fighting;Green;3;91;90;72;90;129;108;580;1;3;1250000;20480;2.01;200.0;35;Grassland Pokémon;;1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5
641;Tornadus;5;flying;;Green;3;79;100;80;110;90;121;580;1;3;1250000;30720;1.50;63.0;90;Cyclone Pokémon;100;0.5;1;1;2;1;0.5;1;1;1;0.5;0;2;1;1;1;2;1;1
642;Thundurus;5;electric;flying;Blue;3;79;105;70;145;80;101;580;1;3;1250000;30720;1.50;61.0;90;Bolt Strike Pokémon;100;0.5;1;1;1;1;0.5;1;0.5;1;0.5;0;2;1;1;1;2;0.5;1
643;Reshiram;5;dragon;fire;White;3;100;120;100;150;120;90;680;1;3;1250000;30720;3.20;330.0;0;Vast White Pokémon;;0.5;1;2;0.5;1;1;0.25;1;1;0.25;2;1;1;1;1;2;0.5;1
644;Zekrom;5;dragon;electric;Black;3;100;150;120;120;100;90;680;1;3;1250000;30720;2.90;345.0;0;Deep Black Pokémon;;1;1;2;0.25;2;1;0.5;0.5;1;0.5;2;2;1;1;1;1;0.5;0.5
645;Landorus;5;ground;flying;Brown;3;89;145;90;105;80;91;600;1;3;1250000;30720;1.50;68.0;90;Abundance Pokémon;100;0.5;1;1;0;1;0.5;1;1;1;1;0;4;1;0.5;1;1;1;2
646;Kyurem;5;dragon;ice;Grey;3;125;120;90;170;100;95;700;1;3;1250000;30720;3.00;325.0;0;Boundary Pokémon;;1;1;2;0.5;2;2;1;1;1;0.5;1;1;1;1;1;2;2;0.5
647;Keldeo;5;water;fighting;Yellow;3;91;72;90;129;90;108;580;1;3;1250000;20480;1.40;48.5;35;Colt Pokémon;;0.5;0.5;1;2;2;1;0.5;2;1;2;1;0.5;1;1;2;0.5;0.5;0.5
648;Meloetta;5;normal;psychic;White;3;100;128;90;77;77;128;600;1;3;1250000;30720;0.61;6.5;100;Melody Pokémon;;2;2;1;1;1;1;1;1;0;1;1;1;1;1;0.5;1;1;1
649;Genesect;5;bug;steel;Purple;3;71;120;95;120;95;99;600;1;3;1250000;30720;1.50;82.5;0;Paleozoic Pokémon;;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1
650;Chespin;6;grass;;Green;1;56;61;65;48;45;38;313;0;45;1059860;5120;0.41;9.0;70;Spiky Nut Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
651;Quilladin;6;grass;;Green;2;61;78;95;56;58;57;405;0;45;1059860;5120;0.71;29.0;70;Spiny Armor Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
652;Chesnaught;6;grass;fighting;Green;3;88;107;122;74;75;64;530;0;45;1059860;5120;1.60;90.0;70;Spiny Armor Pokémon;88.1;1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5
653;Fennekin;6;fire;;Red;1;40;45;40;62;60;60;307;0;45;1059860;5120;0.41;9.4;70;Fox Pokémon;88.1;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
654;Braixen;6;fire;;Red;2;59;59;58;90;70;73;409;0;45;1059860;5120;0.99;14.5;70;Fox Pokémon;88.1;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
655;Delphox;6;fire;psychic;Red;3;75;69;72;114;100;104;534;0;45;1059860;5120;1.50;39.0;70;Fox Pokémon;88.1;1;2;1;1;0.5;0.5;0.5;1;2;0.5;2;0.5;1;1;0.5;2;0.5;2
656;Froakie;6;water;;Blue;1;41;56;40;62;44;71;314;0;45;1059860;5120;0.30;7.0;70;Bubble Frog Pokémon;88.1;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
657;Frogadier;6;water;;Blue;2;54;63;52;83;56;97;405;0;45;1059860;5120;0.61;10.9;70;Bubble Frog Pokémon;88.1;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
658;Greninja;6;water;dark;Blue;3;72;145;67;153;71;132;640;0;45;1059860;5120;1.50;40.0;70;Ninja Pokémon;88.1;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5
659;Bunnelby;6;normal;;Brown;1;38;36;38;32;36;57;237;0;255;1000000;3840;0.41;5.0;70;Digging Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
660;Diggersby;6;normal;ground;Brown;3;85;56;77;50;77;78;423;0;127;1000000;3840;0.99;42.4;70;Digging Pokémon;50;1;1;1;0;1;2;1;1;0;2;1;2;1;0.5;1;0.5;1;2
661;Fletchling;6;normal;flying;Red;1;45;50;43;40;38;62;278;0;255;1059860;3840;0.30;1.7;70;Tiny Robin Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
662;Fletchinder;6;fire;flying;Red;2;62;73;55;56;52;84;382;0;120;1059860;3840;0.71;16.0;70;Ember Pokémon;50;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2
663;Talonflame;6;fire;flying;Red;3;78;81;71;74;69;126;499;0;45;1059860;3840;1.19;24.5;70;Scorching Pokémon;50;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2
664;Scatterbug;6;bug;;Black;1;38;35;40;27;25;35;200;0;255;1000000;3840;0.30;2.5;70;Scatterdust Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
665;Spewpa;6;bug;;Black;2;45;22;60;27;30;29;213;0;120;1000000;3840;0.30;8.4;70;Scatterdust Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
666;Vivillon;6;bug;flying;Black;3;80;52;50;90;50;89;411;0;45;1000000;3840;1.19;17.0;70;Scale Pokémon;50;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1
667;Litleo;6;fire;normal;Brown;1;62;50;58;73;54;72;369;0;220;1059860;5120;0.61;13.5;70;Lion Cub Pokémon;11.2;0.5;1;1;1;0.5;2;0.5;1;0;0.5;2;0.5;1;1;1;2;0.5;2
668;Pyroar;6;fire;normal;Brown;3;86;68;72;109;66;106;507;0;65;1059860;5120;1.50;81.5;70;Royal Pokémon;11.2;0.5;1;1;1;0.5;2;0.5;1;0;0.5;2;0.5;1;1;1;2;0.5;2
669;Flabébé;6;fairy;;White;1;44;38;39;61;79;42;303;0;225;1000000;5120;0.10;0.1;70;Single Bloom Pokémon;0;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1
670;Floette;6;fairy;;White;2;74;65;67;125;128;92;551;0;120;1000000;5120;0.20;0.9;70;Fairy Pokémon;0;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1
671;Florges;6;fairy;;White;3;78;65;68;112;154;75;552;0;45;1000000;5120;1.09;10.0;70;Garden Pokémon;0;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1
672;Skiddo;6;grass;;Brown;1;66;65;48;62;57;52;350;0;200;1000000;5120;0.89;31.0;70;Mount Pokémon;50;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
673;Gogoat;6;grass;;Brown;3;123;100;62;97;81;68;531;0;45;1000000;5120;1.70;91.0;70;Mount Pokémon;50;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
674;Pancham;6;fighting;;White;1;67;82;62;46;48;43;348;0;220;1000000;6400;0.61;8.0;70;Playful Pokémon;50;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
675;Pangoro;6;fighting;dark;White;3;95;124;78;69;71;58;495;0;65;1000000;6400;2.11;136.0;70;Daunting Pokémon;50;1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1
676;Furfrou;6;normal;;White;3;75;80;60;65;90;102;472;0;160;1000000;5120;1.19;28.0;70;Poodle Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
677;Espurr;6;psychic;;Grey;1;62;48;54;63;60;68;355;0;190;1000000;5120;0.30;3.5;70;Restraint Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
678;Meowstic;6;psychic;;White;3;74;48;76;83;81;104;466;0;75;1000000;5120;0.61;8.5;70;Constraint Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
679;Honedge;6;steel;ghost;Brown;1;45;80;100;35;37;28;325;0;180;1000000;5120;0.79;2.0;70;Sword Pokémon;50;0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1
680;Doublade;6;steel;ghost;Brown;2;59;110;150;45;49;35;448;0;90;1000000;5120;0.84;4.5;70;Sword Pokémon;50;0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1
681;Aegislash;6;steel;ghost;Brown;3;60;150;50;150;50;60;520;0;45;1000000;5120;1.70;53.0;70;Royal Sword Pokémon;50;0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1
682;Spritzee;6;fairy;;Pink;1;78;52;60;63;65;23;341;0;200;1000000;5120;0.20;0.5;70;Perfume Pokémon;50;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1
683;Aromatisse;6;fairy;;Pink;3;101;72;72;99;89;29;462;0;140;1000000;5120;0.79;15.5;70;Fragrance Pokémon;50;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1
684;Swirlix;6;fairy;;White;1;62;48;66;59;57;49;341;0;200;1000000;5120;0.41;3.5;70;Cotton Candy Pokémon;50;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1
685;Slurpuff;6;fairy;;White;3;82;80;86;85;75;72;480;0;140;1000000;5120;0.79;5.0;70;Meringue Pokémon;50;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1
686;Inkay;6;dark;psychic;Blue;1;53;54;53;37;46;45;288;0;190;1000000;5120;0.41;3.5;70;Revolving Pokémon;50;4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1
687;Malamar;6;dark;psychic;Blue;3;86;92;88;68;75;73;482;0;80;1000000;5120;1.50;47.0;70;Overturning Pokémon;50;4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1
688;Binacle;6;rock;water;Brown;1;42;52;67;39;56;50;306;0;120;1000000;5120;0.51;31.0;70;Two-Handed Pokémon;50;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1
689;Barbaracle;6;rock;water;Brown;3;72;105;115;54;86;68;500;0;45;1000000;5120;1.30;96.0;70;Collective Pokémon;50;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1
690;Skrelp;6;poison;water;Brown;1;50;60;60;60;60;30;320;0;225;1000000;5120;0.51;7.3;70;Mock Kelp Pokémon;50;0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5
691;Dragalge;6;poison;dragon;Brown;3;65;75;90;97;123;44;494;0;55;1000000;5120;1.80;81.5;70;Mock Kelp Pokémon;50;0.5;1;2;0.5;1;0.5;0.5;1;1;0.25;2;2;1;0.5;2;1;1;0.5
692;Clauncher;6;water;;Blue;1;50;53;62;58;63;44;330;0;225;1250000;3840;0.51;8.3;70;Water Gun Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
693;Clawitzer;6;water;;Blue;3;71;73;88;120;89;59;500;0;55;1250000;3840;1.30;35.3;70;Howitzer Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
694;Helioptile;6;electric;normal;Yellow;1;44;38;33;61;43;70;289;0;190;1000000;5120;0.51;6.0;70;Generator Pokémon;50;1;1;1;0.5;1;2;1;0.5;0;1;2;1;1;1;1;1;0.5;1
695;Heliolisk;6;electric;normal;Yellow;3;62;55;52;109;94;109;481;0;75;1000000;5120;0.99;21.0;70;Generator Pokémon;50;1;1;1;0.5;1;2;1;0.5;0;1;2;1;1;1;1;1;0.5;1
696;Tyrunt;6;rock;dragon;Brown;1;58;89;77;45;45;48;362;0;45;1000000;7680;0.79;26.0;70;Royal Heir Pokémon;88.1;1;1;2;0.5;2;2;0.25;0.5;1;1;2;2;0.5;0.5;1;1;2;1
697;Tyrantrum;6;rock;dragon;Red;3;82;121;119;69;59;71;521;0;45;1000000;7680;2.49;270.0;70;Despot Pokémon;88.1;1;1;2;0.5;2;2;0.25;0.5;1;1;2;2;0.5;0.5;1;1;2;1
698;Amaura;6;rock;ice;Blue;1;77;59;50;67;63;46;362;0;45;1000000;7680;1.30;25.2;70;Tundra Pokémon;88.1;1;1;1;1;1;4;1;0.5;1;2;2;0.5;0.5;0.5;1;2;4;2
699;Aurorus;6;rock;ice;Blue;3;123;77;72;99;92;58;521;0;45;1000000;7680;2.69;225.0;70;Tundra Pokémon;88.1;1;1;1;1;1;4;1;0.5;1;2;2;0.5;0.5;0.5;1;2;4;2
700;Sylveon;6;fairy;;Pink;3;95;65;65;110;130;60;525;0;45;1000000;8960;0.99;23.5;70;Intertwining Pokémon;88.1;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1
701;Hawlucha;6;fighting;flying;Green;3;78;92;75;74;63;118;500;0;100;1000000;5120;0.79;21.5;70;Wrestling Pokémon;50;0.25;0.5;1;2;2;0.5;1;2;1;0.5;0;2;1;1;2;1;1;1
702;Dedenne;6;electric;fairy;Yellow;3;67;58;57;81;67;101;431;0;180;1000000;5120;0.20;2.2;70;Antenna Pokémon;50;0.5;0.5;0;0.5;1;0.5;1;0.5;1;1;2;1;1;2;1;1;1;1
703;Carbink;6;rock;fairy;Grey;3;50;50;150;50;150;50;500;0;60;1250000;6400;0.30;5.7;70;Jewel Pokémon;;0.5;0.5;0;1;1;1;0.5;0.5;1;2;2;1;0.5;1;1;1;4;2
704;Goomy;6;dragon;;Purple;1;45;50;35;55;75;40;300;0;45;1250000;10240;0.30;2.8;35;Soft Tissue Pokémon;50;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5
705;Sliggoo;6;dragon;;Purple;2;68;75;53;83;113;60;452;0;45;1250000;10240;0.79;17.5;35;Soft Tissue Pokémon;50;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5
706;Goodra;6;dragon;;Purple;3;90;100;70;110;150;80;600;0;45;1250000;10240;2.01;150.5;35;Dragon Pokémon;50;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5
707;Klefki;6;steel;fairy;Grey;3;57;80;91;80;87;75;470;0;75;800000;5120;0.20;3.0;70;Key Ring Pokémon;50;0.25;0.5;0;1;0.5;1;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;1;1
708;Phantump;6;ghost;grass;Brown;1;43;70;48;50;60;38;309;0;120;1000000;5120;0.41;7.0;70;Stump Pokémon;50;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5
709;Trevenant;6;ghost;grass;Brown;3;85;110;76;65;82;56;474;0;60;1000000;5120;1.50;71.0;70;Elder Tree Pokémon;50;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5
710;Pumpkaboo;6;ghost;grass;Brown;1;59;66;70;44;55;41;335;0;120;1000000;5120;0.41;15.0;70;Pumpkin Pokémon;50;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5
711;Gourgeist;6;ghost;grass;Brown;3;85;100;122;58;75;54;494;0;60;1000000;5120;1.70;39.0;70;Pumpkin Pokémon;50;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5
712;Bergmite;6;ice;;Blue;1;55;69;85;32;35;28;304;0;190;1000000;5120;0.99;99.5;70;Ice Chunk Pokémon;50;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1
713;Avalugg;6;ice;;Blue;3;95;117;184;44;46;28;514;0;55;1000000;5120;2.01;505.0;70;Iceberg Pokémon;50;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1
714;Noibat;6;flying;dragon;Purple;1;40;30;35;45;40;55;245;0;190;1000000;5120;0.51;8.0;70;Sound Wave Pokémon;50;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5
715;Noivern;6;flying;dragon;Purple;3;85;70;80;97;80;123;535;0;45;1000000;5120;1.50;85.0;70;Sound Wave Pokémon;50;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5
716;Xerneas;6;fairy;;Blue;3;126;131;95;131;98;99;680;1;45;1250000;30720;3.00;215.0;0;Life Pokémon;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1
717;Yveltal;6;dark;flying;Red;3;126;131;95;131;98;99;680;1;45;1250000;30720;5.79;203.0;0;Destruction Pokémon;;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1
